Side_A,Side_B,Side_C,Triangle_Type
85.0,16.0,87.0,Scalene
72.0,46.19,71.0,Scalene
20.0,15.0,27.0,Scalene
95.0,86.0,41.0,Scalene
33.49,59.16,58.0,Scalene
50.0,20.0,68.0,Scalene
65.0,63.81,79.3,Scalene
92.63,79.0,79.0,Scalene
60.0,83.0,89.0,Scalene
19.0,76.7,66.94,Scalene
94.0,33.42,90.0,Scalene
23.57,79.45,71.0,Scalene
74.0,68.0,11.0,Scalene
48.0,62.11,60.0,Scalene
57.0,81.32,88.0,Scalene
72.0,65.0,14.0,Scalene
92.0,60.0,93.0,Scalene
38.0,40.0,39.0,Scalene
21.81,20.0,5.25,Scalene
70.8,93.0,72.54,Scalene
61.0,95.0,48.0,Scalene
66.0,52.23,47.0,Scalene
37.32,19.71,26.0,Scalene
9.62,28.0,30.0,Scalene
60.0,32.0,49.0,Scalene
53.0,95.0,85.0,Scalene
39.0,73.0,63.0,Scalene
88.0,71.42,25.38,Scalene
71.13,57.67,82.0,Scalene
50.0,39.0,56.0,Scalene
55.0,62.0,20.0,Scalene
22.0,30.0,22.0,Scalene
99.0,74.0,46.0,Scalene
57.0,75.0,68.41,Scalene
30.0,43.0,49.0,Scalene
69.0,15.23,67.0,Scalene
57.0,94.08,70.89,Scalene
60.0,11.0,67.0,Scalene
91.0,30.0,89.0,Scalene
89.0,58.0,49.66,Scalene
82.0,57.0,42.0,Scalene
16.17,85.0,69.0,Scalene
67.0,92.0,81.0,Scalene
32.0,71.0,98.0,Scalene
85.0,55.0,44.27,Scalene
66.0,31.0,91.0,Scalene
78.0,55.0,26.0,Scalene
79.0,88.0,96.0,Scalene
54.0,15.0,49.0,Scalene
100.0,43.0,97.0,Scalene
94.93,75.0,61.0,Scalene
55.0,17.57,70.0,Scalene
92.78,72.0,57.32,Scalene
79.14,36.0,94.0,Scalene
21.53,38.0,31.0,Scalene
63.0,68.0,34.57,Scalene
72.0,59.0,98.0,Scalene
99.0,52.0,87.0,Scalene
87.0,85.0,9.0,Scalene
85.91,66.0,74.0,Scalene
52.0,69.0,87.0,Scalene
92.0,92.8,38.0,Scalene
64.0,18.42,69.0,Scalene
34.74,79.0,84.0,Scalene
46.0,54.0,91.0,Scalene
79.0,80.0,15.0,Scalene
84.0,96.0,13.0,Scalene
72.0,94.0,45.0,Scalene
14.0,61.0,68.0,Scalene
37.0,51.33,44.0,Scalene
96.0,62.0,56.0,Scalene
49.0,70.0,52.0,Scalene
80.0,71.69,63.0,Scalene
86.0,80.0,47.0,Scalene
21.0,48.32,34.0,Scalene
98.0,29.23,96.0,Scalene
32.0,43.0,39.0,Scalene
57.43,28.0,52.0,Scalene
25.0,88.0,68.0,Scalene
38.0,68.18,31.0,Scalene
36.0,40.0,7.0,Scalene
34.0,81.0,82.23,Scalene
48.0,10.0,50.78,Scalene
58.0,74.0,85.0,Scalene
45.0,63.0,79.02,Scalene
43.0,56.0,67.0,Scalene
45.15,89.0,60.0,Scalene
55.0,20.0,57.18,Scalene
41.56,73.0,66.0,Scalene
78.0,92.23,80.0,Scalene
84.0,99.0,29.07,Scalene
35.0,55.0,24.0,Scalene
88.99,81.0,81.0,Scalene
63.0,73.0,24.0,Scalene
58.0,75.65,58.0,Scalene
44.21,50.0,23.0,Scalene
94.0,67.0,90.51,Scalene
60.0,27.0,60.0,Scalene
77.84,80.0,91.0,Scalene
55.0,42.42,23.0,Scalene
68.0,87.0,72.0,Scalene
67.0,82.0,34.0,Scalene
39.0,43.17,53.0,Scalene
19.0,86.0,71.0,Scalene
36.0,76.0,56.19,Scalene
57.57,35.0,53.27,Scalene
99.0,82.51,65.0,Scalene
45.0,19.0,46.0,Scalene
36.0,94.0,79.0,Scalene
25.99,99.0,89.0,Scalene
85.0,32.0,87.0,Scalene
95.0,88.4,97.0,Scalene
47.39,52.0,86.9,Scalene
40.0,26.0,61.68,Scalene
30.0,28.0,6.92,Scalene
75.0,31.01,55.0,Scalene
35.0,82.58,50.0,Scalene
28.0,66.36,77.0,Scalene
63.64,62.0,38.0,Scalene
69.48,88.0,59.0,Scalene
53.0,69.0,74.0,Scalene
8.0,7.35,11.0,Scalene
13.0,91.0,82.0,Scalene
70.0,99.95,79.96,Scalene
59.32,58.73,94.0,Scalene
5.0,55.0,51.0,Scalene
69.28,24.31,87.24,Scalene
59.66,76.0,98.0,Scalene
27.0,56.0,29.42,Scalene
90.0,60.0,83.0,Scalene
30.69,23.0,33.0,Scalene
96.0,90.0,90.0,Scalene
44.0,48.0,43.0,Scalene
9.0,77.0,77.0,Scalene
31.0,16.0,19.0,Scalene
55.0,49.0,27.97,Scalene
41.0,92.49,74.09,Scalene
40.0,41.0,26.0,Scalene
87.49,75.0,36.0,Scalene
70.0,88.0,81.0,Scalene
60.0,82.6,37.0,Scalene
74.0,21.0,79.0,Scalene
58.0,94.0,37.0,Scalene
85.98,44.0,66.0,Scalene
68.0,83.0,57.29,Scalene
37.99,59.0,30.0,Scalene
26.0,37.0,41.7,Scalene
87.0,75.0,62.0,Scalene
89.0,79.0,89.4,Scalene
52.02,50.74,75.0,Scalene
57.0,69.77,43.52,Scalene
30.0,37.44,50.0,Scalene
24.0,24.52,1.0,Scalene
37.0,47.0,58.0,Scalene
64.0,16.0,71.0,Scalene
85.0,72.0,64.31,Scalene
3.0,77.02,78.0,Scalene
89.0,89.0,63.44,Scalene
97.0,93.0,71.0,Scalene
78.0,20.0,88.0,Scalene
84.0,22.0,69.52,Scalene
43.0,59.0,82.0,Scalene
24.0,49.0,48.0,Scalene
89.0,41.44,70.0,Scalene
100.0,53.0,84.02,Scalene
47.0,44.0,43.0,Scalene
50.0,47.61,41.96,Scalene
59.0,50.0,83.0,Scalene
69.26,74.0,33.0,Scalene
69.0,79.82,49.0,Scalene
71.0,70.0,63.18,Scalene
78.84,77.0,81.69,Scalene
38.0,61.15,98.0,Scalene
26.5,74.0,74.0,Scalene
38.0,56.0,89.0,Scalene
43.0,55.0,86.0,Scalene
51.0,66.0,85.0,Scalene
76.0,93.0,99.0,Scalene
59.0,33.0,53.0,Scalene
91.0,63.04,100.0,Scalene
39.0,90.0,54.0,Scalene
89.9,84.3,16.0,Scalene
34.0,28.0,40.0,Scalene
83.0,70.15,28.0,Scalene
44.81,12.0,47.0,Scalene
37.0,56.0,42.0,Scalene
55.0,84.0,91.02,Scalene
58.0,61.36,67.22,Scalene
20.0,82.0,68.0,Scalene
37.16,55.0,89.26,Scalene
52.0,31.56,47.0,Scalene
84.0,83.94,14.0,Scalene
70.0,27.51,55.0,Scalene
82.83,43.0,62.0,Scalene
88.45,12.0,90.0,Scalene
9.86,58.0,57.0,Scalene
19.4,84.0,74.0,Scalene
73.0,75.0,70.05,Scalene
47.0,59.0,89.0,Scalene
55.0,62.0,70.0,Scalene
94.12,80.0,51.0,Scalene
81.0,99.0,42.36,Scalene
5.84,83.0,83.23,Scalene
97.0,58.0,59.08,Scalene
47.0,50.0,71.0,Scalene
37.91,87.0,76.31,Scalene
78.0,32.76,59.51,Scalene
41.0,39.0,10.19,Scalene
42.0,85.0,72.0,Scalene
42.09,57.27,85.66,Scalene
34.0,25.0,23.8,Scalene
40.23,71.0,76.0,Scalene
39.0,36.08,60.0,Scalene
93.0,57.0,59.0,Scalene
47.0,61.42,89.0,Scalene
60.0,89.0,35.0,Scalene
89.0,68.81,24.0,Scalene
63.0,74.0,29.0,Scalene
28.81,64.38,44.0,Scalene
97.0,76.0,33.0,Scalene
58.0,75.06,79.0,Scalene
84.93,77.0,100.0,Scalene
66.0,68.0,89.94,Scalene
8.0,66.0,71.0,Scalene
78.99,57.0,60.0,Scalene
60.0,71.0,43.0,Scalene
38.0,70.0,45.89,Scalene
18.0,7.0,19.0,Scalene
77.18,39.0,44.51,Scalene
13.0,59.0,51.8,Scalene
92.0,66.63,53.0,Scalene
36.0,45.0,79.55,Scalene
82.0,77.0,64.0,Scalene
89.0,59.0,76.0,Scalene
70.59,81.16,40.0,Scalene
95.0,8.84,89.0,Scalene
85.0,64.0,46.0,Scalene
28.63,61.0,72.7,Scalene
16.0,69.0,81.1,Scalene
75.0,63.0,87.0,Scalene
86.29,44.0,70.0,Scalene
58.0,50.0,77.0,Scalene
62.0,74.0,76.0,Scalene
39.0,64.0,72.0,Scalene
70.0,77.0,13.0,Scalene
75.0,64.0,91.91,Scalene
48.0,44.0,45.0,Scalene
53.0,27.0,44.96,Scalene
71.33,99.0,97.0,Scalene
59.0,75.0,46.0,Scalene
63.0,92.83,59.0,Scalene
91.3,71.0,23.0,Scalene
36.67,59.0,78.0,Scalene
86.0,61.0,69.0,Scalene
79.0,77.0,17.0,Scalene
66.55,87.7,44.0,Scalene
24.46,58.0,51.23,Scalene
85.0,73.0,89.0,Scalene
68.0,57.0,97.0,Scalene
48.0,30.0,53.0,Scalene
19.0,14.7,12.0,Scalene
17.0,24.0,28.98,Scalene
67.0,37.03,82.0,Scalene
80.0,19.0,64.0,Scalene
63.0,67.49,35.76,Scalene
32.0,74.87,44.0,Scalene
86.33,73.0,79.0,Scalene
37.0,53.0,26.0,Scalene
30.0,21.0,37.22,Scalene
54.0,92.0,66.89,Scalene
54.85,22.0,59.44,Scalene
16.0,78.4,71.0,Scalene
99.0,58.0,86.88,Scalene
45.0,88.0,51.0,Scalene
24.0,72.0,93.0,Scalene
78.0,68.74,69.0,Scalene
43.0,23.0,35.0,Scalene
61.0,79.0,66.0,Scalene
39.0,13.0,39.0,Scalene
43.0,99.45,73.0,Scalene
61.0,95.0,93.68,Scalene
80.85,62.0,40.0,Scalene
40.0,80.0,56.0,Scalene
65.46,88.0,58.0,Scalene
70.66,54.0,36.0,Scalene
43.36,63.0,36.84,Scalene
36.0,58.0,83.46,Scalene
68.0,42.85,93.0,Scalene
93.0,41.77,86.0,Scalene
93.0,98.14,32.0,Scalene
67.0,67.0,3.0,Scalene
40.0,3.0,39.0,Scalene
69.0,71.01,42.0,Scalene
53.0,63.0,71.0,Scalene
83.0,45.0,95.0,Scalene
35.0,79.0,84.0,Scalene
53.0,65.0,32.0,Scalene
47.78,15.0,55.47,Scalene
66.0,23.58,72.95,Scalene
76.0,61.0,62.0,Scalene
59.0,43.0,88.0,Scalene
64.0,52.27,87.0,Scalene
80.0,38.0,97.0,Scalene
62.0,66.0,84.0,Scalene
95.0,96.96,2.73,Scalene
59.0,54.0,49.72,Scalene
56.0,25.0,51.0,Scalene
88.0,93.0,10.0,Scalene
55.0,68.0,53.0,Scalene
9.0,84.0,92.0,Scalene
12.0,18.0,29.0,Scalene
44.0,65.0,40.0,Scalene
50.0,67.0,78.55,Scalene
52.0,28.0,44.0,Scalene
55.0,96.0,78.0,Scalene
9.54,34.12,36.0,Scalene
73.97,79.0,43.0,Scalene
63.0,9.0,60.0,Scalene
48.0,88.0,64.0,Scalene
94.7,77.34,84.0,Scalene
36.08,34.7,65.0,Scalene
84.0,92.65,17.0,Scalene
8.0,92.0,88.45,Scalene
61.0,14.0,53.0,Scalene
32.0,59.0,35.0,Scalene
92.58,66.0,50.0,Scalene
92.38,77.0,88.0,Scalene
29.0,24.49,26.0,Scalene
45.0,75.0,52.0,Scalene
49.0,92.26,92.0,Scalene
48.0,73.0,97.99,Scalene
15.0,18.0,8.53,Scalene
93.0,57.0,75.1,Scalene
44.0,22.9,26.0,Scalene
53.0,66.0,64.0,Scalene
46.93,71.46,71.0,Scalene
53.0,27.0,76.0,Scalene
44.0,65.0,69.0,Scalene
6.0,43.0,39.0,Scalene
79.0,70.0,37.0,Scalene
59.0,97.0,99.0,Scalene
25.49,12.0,34.97,Scalene
65.0,66.0,40.75,Scalene
76.0,65.0,37.0,Scalene
70.0,31.0,90.0,Scalene
44.0,90.0,95.0,Scalene
44.0,85.47,81.0,Scalene
93.52,27.0,97.0,Scalene
32.0,53.0,33.0,Scalene
31.0,96.0,97.0,Scalene
33.47,23.51,49.0,Scalene
33.0,54.0,65.0,Scalene
51.0,66.0,42.0,Scalene
55.0,80.0,33.0,Scalene
52.0,61.0,56.0,Scalene
88.2,17.29,95.0,Scalene
35.19,77.0,52.39,Scalene
77.0,32.67,84.19,Scalene
45.69,60.0,62.0,Scalene
35.0,81.0,51.0,Scalene
55.0,57.07,87.0,Scalene
36.0,51.0,50.55,Scalene
49.0,54.0,87.42,Scalene
31.0,69.0,84.0,Scalene
51.16,70.78,21.0,Scalene
37.0,96.21,95.0,Scalene
49.27,55.0,58.0,Scalene
82.0,76.49,45.0,Scalene
9.0,37.0,31.0,Scalene
79.3,62.0,92.0,Scalene
68.0,44.0,53.25,Scalene
10.0,78.0,72.0,Scalene
23.0,24.0,5.0,Scalene
9.0,13.0,7.0,Scalene
65.0,71.0,81.0,Scalene
68.0,11.0,70.0,Scalene
68.0,93.0,58.0,Scalene
55.0,51.0,95.0,Scalene
65.82,97.0,40.0,Scalene
93.02,57.0,64.0,Scalene
72.44,75.0,63.0,Scalene
40.0,64.16,59.88,Scalene
29.0,42.0,40.0,Scalene
70.0,44.62,43.0,Scalene
89.0,92.0,19.0,Scalene
14.0,98.0,85.0,Scalene
92.17,62.78,32.0,Scalene
88.0,65.0,85.0,Scalene
19.0,6.0,21.0,Scalene
71.0,50.64,37.0,Scalene
29.0,63.0,63.0,Scalene
70.0,92.0,78.0,Scalene
51.0,37.0,42.25,Scalene
66.0,27.0,91.0,Scalene
44.0,58.0,36.0,Scalene
71.0,96.0,50.0,Scalene
76.0,53.0,44.31,Scalene
96.0,79.0,89.0,Scalene
49.0,60.0,90.61,Scalene
61.0,63.0,28.0,Scalene
98.0,6.0,97.0,Scalene
64.6,58.0,56.0,Scalene
20.42,38.73,36.0,Scalene
96.0,66.95,49.0,Scalene
63.0,34.89,90.83,Scalene
85.0,81.0,67.0,Scalene
92.0,69.47,55.0,Scalene
82.0,75.0,87.63,Scalene
52.0,87.63,95.0,Scalene
67.0,83.0,78.0,Scalene
53.0,52.0,69.8,Scalene
59.45,79.0,33.0,Scalene
16.0,33.11,21.0,Scalene
60.54,18.0,43.54,Scalene
66.0,68.0,40.0,Scalene
46.0,48.0,28.06,Scalene
74.18,83.26,93.0,Scalene
79.0,49.18,74.4,Scalene
43.0,90.0,69.0,Scalene
79.0,60.0,90.0,Scalene
25.0,57.58,59.2,Scalene
91.04,67.0,100.0,Scalene
72.0,9.0,75.52,Scalene
71.0,56.0,17.0,Scalene
68.0,20.0,76.41,Scalene
80.0,49.67,35.17,Scalene
81.0,77.0,19.43,Scalene
65.0,61.45,57.0,Scalene
46.73,31.0,48.0,Scalene
95.0,22.0,90.0,Scalene
47.0,22.0,53.0,Scalene
42.0,72.0,69.0,Scalene
75.0,63.0,49.0,Scalene
64.0,48.0,74.0,Scalene
22.0,67.0,70.0,Scalene
11.0,26.76,25.0,Scalene
19.0,15.79,19.35,Scalene
62.0,45.0,92.0,Scalene
76.0,84.0,82.0,Scalene
17.9,51.0,50.0,Scalene
75.25,79.43,96.17,Scalene
47.0,64.07,29.0,Scalene
52.0,21.0,37.99,Scalene
71.68,76.13,53.0,Scalene
83.61,89.0,95.93,Scalene
47.0,25.91,53.0,Scalene
23.0,16.0,14.0,Scalene
43.0,53.0,44.0,Scalene
28.0,86.28,60.2,Scalene
56.0,58.0,92.0,Scalene
83.0,39.0,80.96,Scalene
90.0,61.0,97.0,Scalene
46.0,30.0,52.0,Scalene
48.0,84.0,41.0,Scalene
42.22,85.0,98.83,Scalene
19.5,77.0,64.0,Scalene
55.0,91.0,50.0,Scalene
47.0,20.0,49.0,Scalene
60.0,70.0,18.0,Scalene
11.0,23.63,31.0,Scalene
30.0,58.78,84.0,Scalene
25.0,46.46,57.0,Scalene
60.82,73.0,44.0,Scalene
27.19,37.74,44.67,Scalene
61.0,48.0,17.0,Scalene
9.0,74.0,68.0,Scalene
87.94,33.0,75.54,Scalene
40.1,57.0,44.0,Scalene
74.0,29.0,59.46,Scalene
75.0,100.0,66.0,Scalene
63.5,20.0,63.0,Scalene
97.0,58.0,70.7,Scalene
8.93,71.0,68.0,Scalene
35.81,43.0,32.0,Scalene
81.26,48.0,42.0,Scalene
48.0,82.0,71.0,Scalene
17.72,2.0,19.0,Scalene
66.0,58.0,31.0,Scalene
11.0,51.63,53.0,Scalene
6.0,73.0,69.0,Scalene
90.0,83.0,56.62,Scalene
24.0,33.76,49.55,Scalene
58.0,22.0,79.0,Scalene
63.0,98.34,73.0,Scalene
41.0,67.0,62.0,Scalene
21.0,59.0,57.0,Scalene
53.0,75.97,27.0,Scalene
25.6,44.0,18.51,Scalene
52.0,11.0,46.0,Scalene
96.0,77.0,84.0,Scalene
89.0,97.99,45.0,Scalene
23.0,23.0,24.0,Scalene
53.0,37.0,87.54,Scalene
40.37,98.0,91.95,Scalene
50.0,75.0,73.0,Scalene
49.0,56.96,61.0,Scalene
76.0,59.0,43.0,Scalene
48.0,28.0,57.0,Scalene
43.64,53.0,76.0,Scalene
73.0,93.0,81.94,Scalene
31.01,68.0,44.0,Scalene
64.0,73.41,88.0,Scalene
59.0,55.0,54.0,Scalene
35.61,73.69,67.0,Scalene
95.0,41.0,81.0,Scalene
25.94,40.0,64.0,Scalene
41.0,49.0,22.0,Scalene
39.0,68.0,84.0,Scalene
77.0,73.0,36.0,Scalene
75.9,68.0,32.0,Scalene
48.4,18.0,31.0,Scalene
70.62,71.0,32.0,Scalene
19.26,35.0,48.0,Scalene
79.0,27.59,67.0,Scalene
83.25,45.86,50.0,Scalene
40.0,62.0,56.65,Scalene
78.04,41.0,72.0,Scalene
78.0,60.0,66.0,Scalene
51.99,77.93,94.0,Scalene
88.0,75.0,14.0,Scalene
55.62,68.0,37.0,Scalene
49.16,48.0,39.0,Scalene
71.0,38.62,69.85,Scalene
69.0,96.25,83.0,Scalene
42.0,43.0,64.0,Scalene
83.0,83.1,57.0,Scalene
76.0,49.0,98.72,Scalene
28.0,74.0,78.24,Scalene
51.0,45.0,35.0,Scalene
51.0,48.95,36.0,Scalene
53.0,35.0,52.0,Scalene
34.0,90.0,59.0,Scalene
84.0,36.0,91.43,Scalene
28.0,48.0,67.37,Scalene
67.0,15.04,65.0,Scalene
73.0,56.0,26.0,Scalene
97.0,71.89,56.54,Scalene
74.12,16.0,67.0,Scalene
43.25,49.0,90.0,Scalene
98.08,83.44,88.0,Scalene
83.53,28.0,65.0,Scalene
62.0,91.0,58.0,Scalene
96.32,4.0,99.0,Scalene
73.0,59.0,45.0,Scalene
89.33,13.0,88.76,Scalene
25.0,37.0,51.0,Scalene
98.0,24.0,76.0,Scalene
60.0,73.0,82.0,Scalene
32.0,48.0,19.0,Scalene
45.33,82.0,85.74,Scalene
74.0,63.0,17.0,Scalene
64.0,76.94,19.0,Scalene
37.0,42.0,48.0,Scalene
43.42,34.51,34.0,Scalene
100.0,25.0,92.78,Scalene
79.0,76.0,14.0,Scalene
20.0,91.0,99.0,Scalene
28.0,24.0,20.0,Scalene
27.43,21.43,31.8,Scalene
39.0,93.0,73.99,Scalene
24.0,37.55,22.0,Scalene
49.0,87.0,44.0,Scalene
53.0,84.0,66.0,Scalene
16.6,69.0,56.0,Scalene
49.0,75.0,58.0,Scalene
63.0,15.0,73.0,Scalene
73.81,70.0,53.0,Scalene
55.1,93.0,71.0,Scalene
44.0,86.0,48.0,Scalene
63.0,73.0,70.0,Scalene
50.0,97.0,91.0,Scalene
99.0,46.0,54.0,Scalene
37.0,36.0,63.0,Scalene
54.0,35.0,59.0,Scalene
60.0,31.0,69.02,Scalene
14.0,98.0,98.0,Scalene
100.0,88.0,73.0,Scalene
83.0,66.0,82.95,Scalene
87.0,56.39,77.0,Scalene
75.0,32.0,77.34,Scalene
42.0,96.0,90.0,Scalene
87.5,42.0,66.0,Scalene
34.0,88.0,98.0,Scalene
29.0,59.0,52.37,Scalene
34.0,55.0,71.23,Scalene
73.0,74.0,64.82,Scalene
33.0,48.0,44.0,Scalene
87.0,83.39,92.0,Scalene
48.98,52.0,72.0,Scalene
68.0,56.0,21.0,Scalene
99.39,77.0,53.0,Scalene
82.0,91.0,98.63,Scalene
42.0,31.0,45.93,Scalene
67.16,72.99,40.67,Scalene
27.19,70.0,63.67,Scalene
75.0,83.0,52.0,Scalene
10.55,43.0,43.12,Scalene
99.0,42.0,72.0,Scalene
90.39,15.0,78.0,Scalene
47.0,66.0,84.0,Scalene
80.0,88.0,84.0,Scalene
39.88,46.0,52.0,Scalene
94.25,41.21,58.0,Scalene
81.41,100.0,93.0,Scalene
12.03,83.0,90.0,Scalene
76.84,48.0,76.0,Scalene
83.0,17.0,79.67,Scalene
36.0,75.37,99.0,Scalene
52.85,67.0,33.0,Scalene
72.0,10.17,77.0,Scalene
18.0,32.16,40.0,Scalene
62.0,20.0,63.0,Scalene
35.0,43.0,38.0,Scalene
45.0,53.0,96.53,Scalene
85.0,66.0,64.0,Scalene
85.78,46.0,81.0,Scalene
50.8,95.0,77.0,Scalene
3.0,58.0,59.0,Scalene
73.0,17.0,66.0,Scalene
96.0,34.58,81.0,Scalene
76.0,55.39,23.0,Scalene
13.0,4.0,14.0,Scalene
94.0,76.0,80.0,Scalene
61.0,40.0,44.0,Scalene
53.0,46.0,79.0,Scalene
89.0,32.0,77.0,Scalene
84.0,99.0,53.0,Scalene
79.0,77.0,7.0,Scalene
58.0,75.0,97.0,Scalene
63.0,35.39,86.0,Scalene
99.0,74.15,63.0,Scalene
75.0,87.0,35.0,Scalene
87.0,46.0,98.0,Scalene
64.0,39.0,28.0,Scalene
72.0,61.0,46.28,Scalene
58.95,47.05,44.0,Scalene
41.0,59.0,68.0,Scalene
53.0,82.0,70.94,Scalene
45.0,89.0,78.23,Scalene
26.0,35.0,14.0,Scalene
77.0,46.0,89.0,Scalene
91.0,98.0,59.0,Scalene
65.64,54.0,99.0,Scalene
52.0,78.0,40.0,Scalene
56.0,73.0,71.0,Scalene
37.0,50.0,25.0,Scalene
74.0,91.0,92.0,Scalene
68.0,79.0,42.0,Scalene
48.46,69.0,59.0,Scalene
51.0,92.0,96.0,Scalene
90.0,96.18,35.0,Scalene
62.41,44.0,56.53,Scalene
61.0,61.0,7.27,Scalene
64.0,75.49,36.79,Scalene
57.0,72.0,76.0,Scalene
84.99,24.0,83.0,Scalene
80.18,61.0,74.0,Scalene
39.0,48.0,31.0,Scalene
36.0,30.0,49.0,Scalene
83.0,86.0,98.0,Scalene
81.0,76.0,37.0,Scalene
62.0,53.74,19.0,Scalene
52.0,51.0,45.0,Scalene
57.0,88.0,45.0,Scalene
77.0,85.0,36.0,Scalene
81.0,80.0,99.0,Scalene
45.0,83.0,80.0,Scalene
93.0,92.0,82.0,Scalene
29.0,43.01,47.18,Scalene
76.01,96.0,21.0,Scalene
43.0,29.0,30.0,Scalene
62.0,72.0,94.98,Scalene
41.95,28.0,15.0,Scalene
98.0,90.0,75.0,Scalene
83.0,81.0,44.0,Scalene
86.0,72.0,71.0,Scalene
72.0,33.28,92.0,Scalene
94.17,86.0,41.0,Scalene
24.84,28.0,37.0,Scalene
94.0,7.71,92.0,Scalene
27.0,88.0,98.0,Scalene
10.37,7.0,11.0,Scalene
35.0,10.0,29.0,Scalene
80.0,91.0,82.0,Scalene
83.0,29.0,80.0,Scalene
59.0,70.05,48.0,Scalene
57.05,26.0,47.0,Scalene
88.0,72.35,88.0,Scalene
67.41,32.0,60.0,Scalene
86.0,78.0,65.0,Scalene
77.0,98.27,96.37,Scalene
87.43,68.0,23.0,Scalene
50.0,70.0,43.0,Scalene
99.0,100.0,37.0,Scalene
76.09,90.0,87.0,Scalene
34.0,45.0,60.0,Scalene
84.0,94.0,53.0,Scalene
12.0,96.51,96.36,Scalene
71.94,48.0,65.0,Scalene
95.0,77.0,97.74,Scalene
25.0,44.0,59.0,Scalene
53.0,26.0,55.85,Scalene
41.0,75.0,71.0,Scalene
81.85,46.0,84.0,Scalene
77.56,24.0,93.35,Scalene
64.0,73.0,79.0,Scalene
97.0,79.0,62.0,Scalene
31.0,22.01,14.0,Scalene
59.22,95.0,43.0,Scalene
79.0,95.0,82.0,Scalene
99.0,67.0,78.84,Scalene
55.0,30.0,41.62,Scalene
21.0,86.24,93.0,Scalene
87.0,17.0,83.0,Scalene
66.0,84.0,76.0,Scalene
50.0,17.0,39.59,Scalene
35.0,66.0,37.25,Scalene
21.0,87.0,81.0,Scalene
50.0,56.0,27.0,Scalene
15.32,36.0,21.22,Scalene
30.0,53.0,46.0,Scalene
66.0,55.0,16.0,Scalene
28.0,38.0,62.0,Scalene
51.0,86.95,83.0,Scalene
76.0,61.0,97.0,Scalene
85.0,36.27,77.0,Scalene
58.16,62.0,67.0,Scalene
82.0,35.58,66.0,Scalene
59.0,34.0,51.0,Scalene
38.0,67.0,93.0,Scalene
52.0,75.0,96.61,Scalene
92.0,82.0,70.0,Scalene
65.0,88.73,48.0,Scalene
80.0,83.0,94.66,Scalene
56.0,68.0,90.0,Scalene
40.0,59.0,62.0,Scalene
12.0,16.0,6.0,Scalene
59.64,75.89,94.0,Scalene
61.0,43.0,51.0,Scalene
27.0,41.0,23.07,Scalene
52.63,70.0,23.0,Scalene
32.65,46.0,76.0,Scalene
54.0,42.0,71.0,Scalene
49.06,83.0,88.0,Scalene
21.0,46.0,55.0,Scalene
61.0,76.0,70.45,Scalene
90.0,93.36,26.5,Scalene
76.0,96.0,90.0,Scalene
38.11,26.26,28.0,Scalene
93.0,46.72,98.0,Scalene
76.0,64.0,25.0,Scalene
90.31,45.0,75.0,Scalene
84.0,79.67,92.59,Scalene
100.0,86.0,34.0,Scalene
67.0,60.23,45.0,Scalene
39.83,97.0,58.0,Scalene
98.0,80.31,36.0,Scalene
61.89,42.0,46.96,Scalene
75.5,76.0,45.0,Scalene
61.01,61.31,72.0,Scalene
90.0,37.0,55.0,Scalene
42.0,33.0,19.0,Scalene
42.0,70.0,29.0,Scalene
27.94,35.6,35.67,Scalene
42.0,65.0,79.0,Scalene
57.0,75.0,94.0,Scalene
43.0,15.0,52.0,Scalene
86.0,47.0,85.51,Scalene
79.0,60.0,40.12,Scalene
63.0,25.52,39.0,Scalene
17.0,68.0,75.52,Scalene
65.0,68.02,63.0,Scalene
71.18,36.75,77.0,Scalene
26.91,26.0,52.87,Scalene
49.0,35.0,82.0,Scalene
17.0,58.0,60.0,Scalene
62.0,96.0,73.38,Scalene
63.0,63.51,12.0,Scalene
85.0,87.6,94.0,Scalene
35.0,35.0,23.0,Scalene
66.18,94.8,75.0,Scalene
72.0,20.0,74.0,Scalene
81.0,91.0,46.0,Scalene
37.0,98.0,71.0,Scalene
22.0,71.0,71.0,Scalene
60.97,41.16,96.0,Scalene
30.0,9.0,28.0,Scalene
36.0,76.0,58.0,Scalene
88.79,90.68,9.0,Scalene
46.0,100.0,65.0,Scalene
79.0,14.08,75.0,Scalene
59.94,58.55,16.0,Scalene
66.0,62.0,87.0,Scalene
55.0,67.0,38.0,Scalene
25.96,80.0,71.0,Scalene
17.0,22.53,10.0,Scalene
52.0,43.35,23.25,Scalene
89.7,86.0,30.21,Scalene
56.42,69.2,54.0,Scalene
85.0,74.0,31.0,Scalene
49.54,62.0,32.54,Scalene
70.0,46.0,87.0,Scalene
59.24,89.0,30.0,Scalene
94.0,92.0,71.0,Scalene
29.11,39.0,56.09,Scalene
57.0,66.64,55.94,Scalene
52.07,99.0,56.0,Scalene
18.0,49.0,42.0,Scalene
51.0,33.0,59.0,Scalene
90.0,85.0,57.0,Scalene
75.0,38.0,92.0,Scalene
35.0,42.72,14.0,Scalene
84.81,87.0,20.0,Scalene
52.0,40.0,36.35,Scalene
97.41,85.0,99.0,Scalene
96.69,75.51,38.0,Scalene
24.19,25.0,21.0,Scalene
70.0,49.0,65.0,Scalene
72.0,55.0,90.0,Scalene
53.0,49.0,7.0,Scalene
23.0,35.0,50.16,Scalene
79.22,82.0,43.0,Scalene
